BANK,DATE OF ISSUE,DATE RECEIVED,Date Reviewed,CONTRACT NO ,ADVISING REF ,LC NO,Country,Request for amendments Date,LC Clean date,ELITE PIC,,CSR PIC,,F/D ,FD NO,F/D Create Date,Client Name,LC Start Date,LC Expiry Date,Shipment Date
SCB,10-Aug,14-Aug,15-Aug,07/4032,957117687853,012USD74750067U,Nepal,22-Aug,24-Aug,JENY,OK,SHIV,OK,,206350,25-Aug,SIDHA SIDHI ENTERPRISES,10-Aug-17,26-Nov-17,5-Nov-17
SCB,13-Aug,14-Aug,15-Aug,07/4045,957117688317,003ILUF172250003,Nepal,5-Sep,7-Sep,JENY,OK,SHIV,OK,,206996,12-Sep,JAGDISH PRASAD RATHI,13-Aug-17,3-Nov-17,13-Oct-17
SCB,9-Aug,14-Aug,15-Aug,07/4051,957117688193,0217IM0200210,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206510,22-Aug,Pashupati Polypropylene Industries,9-Aug-17,4-Nov-17,14-Oct-17
HSBC,14-Aug,15-Aug,15-Aug,06/301,SGHSBC7H15362788,003LC01172260007,India,22-Aug,22-Aug,JENY,OK,VIPIN,OK,,206268,23-Aug,KAPOOR SALES CORPORATION (REGD.),14-Aug-17,4-Nov-17,14-Oct-17
HSBC,14-Aug,15-Aug,15-Aug,06/302,SGHSBC7H15362797,003LC01172260012,India,17-Aug,24-Aug,JENY,OK,VIPIN,OK,,206232,22-Aug,KAPOOR SALES CORPORATION (REGD.),14-Aug-17,4-Nov-17,14-Oct-17
HSBC,14-Aug,15-Aug,15-Aug,06/303,SGHSBC7H15361452,003LC01172260006,India,22-Aug,30-Aug,JENY,OK,VIPIN,OK,,206613,30-Aug,HOUSE OF PLASTICS,14-Aug-17,4-Nov-17,14-Oct-17
SCB,14-Aug,15-Aug,15-Aug,05/2223,957117689888,FDC0038000372017,India,25-Aug,28-Aug,JENY,OK,GAURAV,OK,,206587,29-Aug,Kvn Impex Pvt.Ltd.,14-Aug-17,8-Nov-17,17-Oct-17
SCB,14-Aug,15-Aug,15-Aug,05/2231,957117689897,FDC0038000362017,India,25-Aug,28-Aug,JENY,OK,GAURAV,OK,,206586,29-Aug,Kvn Impex Pvt.Ltd.,14-Aug-17,10-Nov-17,19-Oct-17
HSBC,14-Aug,15-Aug,15-Aug,03/0956,SGHSBC7H15361534,17147FLCOU00036,India,23-Aug,,JENY,,GAURAV,OK,,206886,7-Sep,PROMISING EXPORTS LTD,14-Aug-17,31-Oct-17,10-Oct-17
HSBC,14-Aug,15-Aug,15-Aug,13/1482,SGHSBC7H15362855,4335MDC170007188,India,,22-Aug,JENY,OK,NAVDEEP,OK,,206061,22-Aug,NARENDRA FLEXIPACK CO. PVT. LTD.,14-Aug-17,6-Nov-17,16-Oct-17
SCB,14-Aug,15-Aug,15-Aug,11/5634,957117690082,004D76217080047,Sri Lanka,23-Aug,4-Sep,JENY,OK,NAVDEEP,OK,,206865,5-Sep,New Jeewa Inds. (Pvt) Ltd.,14-Aug-17,3-Nov-17,13-Oct-17
HSBC,15-Aug,15-Aug,15-Aug,11/5641,SGHSBC7H15362829,027IMLCU17003663,Sri Lanka,,23-Aug,JENY,OK,NAVDEEP,OK,,206309,24-Aug,Vouge Pack (Private) Limited,15-Aug-17,6-Nov-17,16-Oct-17
HSBC,14-Aug,15-Aug,15-Aug,11/5627,SGHSBC7H15361575,DCU1702114625,Sri Lanka,,22-Aug,JENY,OK,NAVDEEP,OK,,206280,23-Aug,LIBERTY GROUP (PVT) LTD,14-Aug-17,13-Nov-17,23-Oct-17
SCB,13-Aug,15-Aug,15-Aug,13/1475,957117689218,17DC01USD15743,Nepal,,24-Aug,JENY,OK,NAVDEEP,OK,,206303,25-Aug,Mars Polymer Product PVT LTD,13-Aug-17,6-Nov-17,16-Oct-17
SCB,13-Aug,15-Aug,15-Aug,07/4034,957117689058,HBLIFX12740174,Nepal,23-Aug,25-Aug,JENY,OK,SHIV,OK,,206528,28-Aug,Shree Shyam Polymers,13-Aug-17,31-Oct-17,10-Oct-17
SCB,13-Aug,15-Aug,15-Aug,07/4005,957117688335,17DC01USD15742,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206248,23-Aug,LUCKY NEPAL CO. PVT. LTD.,13-Oct-17,29-Oct-17,8-Oct-17
SCB,11-Aug,16-Aug,17-Aug,07/4023,957117690750,ILC187475118,Nepal,,25-Aug,JENY,OK,SHIV,OK,,206512,28-Aug,Lotus Trade Channels,11-Aug-17,3-Nov-17,13-Oct-17
SCB,15-Aug,16-Aug,17-Aug,07/4029,957117690732,HBLIFX01740190,Nepal,,25-Aug,JENY,OK,SHIV,OK,,206514,28-Aug,Sanghai Plastic Industries P. Ltd,15-Aug-17,29-Oct-17,8-Oct-17
SCB,15-Aug,16-Aug,17-Aug,07/4037,957117690689,HBLIFX13740191,Nepal,,25-Aug,JENY,OK,SHIV,OK,,206516,28-Aug,PASHUPATI SYNPACKS INDUSTRIES PVT.,15-Aug-17,3-Nov-17,13-Oct-17
HSBC,16-Aug,16-Aug,17-Aug,11/5628,SGHSBC7H16365529,035IMLCU17003648,Sri Lanka,23-Aug,25-Aug,JENY,OK,NAVDEEP,OK,,206526,28-Aug,Sachintha Enterprises,16-Aug-17,6-Nov-17,16-Oct-17
HSBC,16-Aug,16-Aug,17-Aug,03/0948,SGHSBC7H16365527,6565MDC170007220,Sri Lanka,23-Aug,,JENY,,GAURAV,OK,,206888,7-Sep,MURABLACK VY APPAR PVT LTD,16-Aug-17,31-Oct-17,15-Oct-17
HSBC,28-Jul,17-Aug,22-Aug,11/0038,SGHSBC7H17367551,0042002170016977,Sri Lanka,,29-Aug,JENY,OK,NAVDEEP,OK,,206592,29-Aug,H.H. Essa and Co.,28-Jul-17,23-Oct-17,2-Oct-17
SCB,16-Aug,17-Aug,22-Aug,08/11198,957117692053,ILC0802170215113,Bangladesh,29-Aug,,JENY,OK,ANURAG,OK,,207221,12-Sep,POLYBAG MANUFACTURING CO. LTD.,16-Aug-17,28-Oct-17,7-Oct-17
SCB,13-Aug,17-Aug,22-Aug,08/11182,957117692188,0000195017020039,Bangladesh,,29-Aug,JENY,OK,ANURAG,OK,,206593,29-Aug,FARDIN ACCESSORIES LTD,13-Aug-17,3-Oct-17,10-Oct-17
SCB,13-Aug,17-Aug,22-Aug,08/11183,957117692375,0000195017020038,Bangladesh,,29-Aug,JENY,OK,ANURAG,OK,,206594,29-Aug,FARDIN ACCESSORIES LTD,13-Aug-17,30-Oct-17,10-Oct-17
SCB,16-Aug,17-Aug,22-Aug,08/11184,957117692286,0000195017020040,Bangladesh,,8-Sep,JENY,OK,ANURAG,OK,,207222,12-Sep,FARDIN ACCESSORIES LTD,16-Aug-17,30-Oct-17,10-Oct-17
SCB,16-Aug,17-Aug,22-Aug,07/4016,957117691562,17DC05USD07486,Nepal,,25-Aug,JENY,OK,SHIV,OK,,206508,28-Aug,Pashupati International Trade Cente,16-Aug-17,29-Oct-17,8-Oct-17
SCB,16-Aug,17-Aug,22-Aug,13/1473,957117692179,NMBFLC171421,India,24-Aug,25-Sep,JENY,OK,NAVDEEP,OK,,208113,26-Sep,BALAJI HILOFT NON OVEN INDUSTRIES,16-Aug-17,1-Nov-17,11-Oct-17
HSBC,16-Aug,17-Aug,22-Aug,05/2227,SGHSBC7H17368161,009LC01172260002,India,23-Aug,4-Sep,JENY,OK,GAURAV,OK,,206868,6-Sep,KLENE PAKS LTD,16-Aug-17,28-Oct-17,7-Oct-17
HSBC,16-Aug,17-Aug,22-Aug,05/2238,SGHSBC7H17368454,009LC01172260003,India,23-Aug,25-Aug,JENY,OK,GAURAV,OK,,206517,28-Aug,KLENE PAKS LTD,16-Aug-17,6-Nov-17,16-Oct-17
HSBC,16-Aug,17-Aug,22-Aug,01/8412,SGHSBC7H17368567,DPCAHD321898,India,25-Aug,4-Sep,JENY,OK,SANJEEV,OK,,206867,6-Sep,ASTRA SPECIALTY COMPOUNDS,16-Aug-17,31-Oct-17,10-Oct-17
SCB,16-Aug,17-Aug,22-Aug,01/8399,957117691973,006LC01172210001,India,29-Aug,31-Aug,JENY,OK,SANJEEV,OK,,206773,4-Sep,Rainbow Packaging P. Ltd.,16-Aug-17,29-Oct-17,8-Oct-17
SCB,9-Aug,18-Aug,23-Aug,08/11218,957117684810,093517020017,Bangladesh,30-Aug,6-Sep,JENY,OK,ANURAG,OK,,206907,7-Sep,PACK ONE ACCESSORIES,9-Aug-17,30-Oct-17,9-Oct-17
HSBC,14-Aug,18-Aug,24-Aug,11/5624,SGHSBC7H17369007,BTD/M086459,Sri Lanka,24-Aug,4-Sep,JENY,OK,NAVDEEP,OK,,206870,6-Sep,Ceylon Paper Sacks Ltd.,14-Aug-17,31-Oct-17,10-Oct-17
HSBC,17-Aug,18-Aug,24-Aug,11/5649,SGHSBC7H18370097,0042002170019439,Sri Lanka,,23-Aug,JENY,OK,NAVDEEP,OK,,206218,24-Aug,PHOENIX INDUSTRIES LTD.,17-Aug-17,12-Nov-17,22-Oct-17
SCB,17-Aug,18-Aug,24-Aug,07/4042,957117693980,17DC07USD09751,Nepal,25-Aug,25-Aug,JENY,OK,SHIV,OK,,207959,25-Sep,Anuj Impex,17-Aug-17,4-Nov-17,14-Oct-17
SCB,15-Aug,18-Aug,24-Aug,07/4047,957117694621,2217IM0200088,Nepal,30-Aug,13-Sep,JENY,OK,SHIV,OK,,207393,14-Sep,NARAYANI MICRO PIPE UDHYOG,15-Aug-17,3-Nov-17,13-Oct-17
SCB,17-Aug,18-Aug,24-Aug,07/4043,957117694729,17DC07USD09750,Nepal,25-Aug,25-Aug,JENY,OK,SHIV,OK,,207960,25-Sep,Laminar Pvt. Ltd.,17-Aug-17,21-Oct-17,30-Sep-17
SCB,16-Aug,18-Aug,24-Aug,13/1480,957117693285,9917IM0200171,Nepal,24-Aug,30-Aug,JENY,OK,SHIV,OK,,206610,30-Aug,ROBIN POLYMERS PVT. LTD.,16-Aug-17,6-Nov-17,16-Oct-17
HSBC,17-Aug,18-Aug,24-Aug,06/312,SGHSBC7H18372236,0225MLC00000318,India,24-Aug,31-Aug,JENY,OK,VIPIN,OK,,206574,31-Aug,S.P.K. WIRE PRODUCTS PVT. LTD.,17-Aug-17,7-Nov-17,17-Oct-17
HSBC,17-Aug,18-Aug,24-Aug,13/1486,SGHSBC7H18370929,003LC01172290033,India,24-Aug,25-Aug,JENY,OK,NAVDEEP,OK,,206518,28-Aug,LEGEND POLYFOAMS PVT. LTD.,17-Aug-17,12-Nov-17,22-Oct-17
HSBC,17-Aug,18-Aug,24-Aug,03/0928,SGHSBC7H18370944,0415017IM0000095,India,24-Aug,13-Sep,JENY,OK,GAURAV,OK,,207276,14-Sep,UNITED CHLORO PARAFFINS PVT.LTD.,17-Aug-17,10-Nov-17,20-Oct-17
SCB,18-Aug,21-Aug,24-Aug,11/5597,957117696200,LCUKDY17001147,Sri Lanka,28-Aug,31-Aug,JENY,OK,NAVDEEP,OK,,206771,4-Sep,Central Polysacks (Pvt.) Ltd.,18-Aug-17,13-Nov-17,12-Oct-17
SCB,3-Aug,21-Aug,24-Aug,07/4044,957117695960,17DC01USD15733,Nepal,,31-Aug,JENY,OK,SHIV,OK,,206575,31-Aug,BAGMATI MOULDING INDUSTRIES PVT. LT,18-Aug-17,3-Nov-17,13-Oct-17
HSBC,15-Aug,21-Aug,24-Aug,11/5638,SGHSBC7H18371995,DB4901LC1708007,Sri Lanka,29-Aug,31-Aug,JENY,OK,NAVDEEP,,,206769,4-Sep,SRI LANKA UMBRELLA INDUSTRIES,15-Aug-17,21-Nov-17,31-Oct-17
HSBC,18-Aug,22-Aug,24-Aug,05/2222,SGHSBC7H21375769,KKDIMLC16923,India,28-Aug,,JENY,OK,GAURAV,OK,,207173,12-Sep,Kvn Impex Pvt.Ltd.,18-Aug-17,28-Oct-17,7-Oct-17
SCB,22-Aug,22-Aug,24-Aug,01/8405,957117698039,529010763883S,India,30-Aug,8-Sep,JENY,OK,SANJEEV,OK,,207159,12-Sep,JM COMMODITIES LIMITED,22-Aug-17,31-Oct-17,10-Oct-17
SCB,11-Aug,22-Aug,24-Aug,03/0950,957117695997,49560NI00017117,India,,,JENY,OK,GAURAV,OK,,206345,25-Aug,CHURIWAL COMMERCIAL CO.,11-Aug-17,28-Oct-17,7-Oct-17
HSBC,18-Aug,22-Aug,24-Aug,11/5647,SGHSBC7H21375025,DB2003LC1708098,Sri Lanka,28-Aug,31-Aug,JENY,OK,NAVDEEP,OK,,206770,4-Sep,E.B. Creasy & Co. Ltd,18-Aug-17,22-Oct-17,1-Oct-17
HSBC,18-Aug,22-Aug,24-Aug,11/5644,SGHSBC7H21375023,BTD/M086560,Sri Lanka,,25-Aug,JENY,OK,NAVDEEP,OK,,206531,28-Aug,Trust Plastics (Pvt) Ltd.,18-Aug-17,6-Nov-17,16-Oct-17
HSBC,21-Aug,22-Aug,24-Aug,11/5640,SGHSBC7H22376932,DB5056LC1707974,Sri Lanka,28-Aug,4-Sep,JENY,OK,NAVDEEP,OK,,206765,4-Sep,Selmo (Pvt) Ltd.,21-Aug-17,6-Nov-17,16-Oct-17
HSBC,22-Aug,22-Aug,24-Aug,11/5635,SGHSBC7H22378831,TF1722701012,Sri Lanka,,25-Aug,JENY,OK,NAVDEEP,OK,,206532,28-Aug,Plastishells Ltd.,11-Aug-17,10-Nov-17,20-Oct-17
SCB,20-Aug,22-Aug,24-Aug,07/4046,957117695933,HBLIFX01740224,Nepal,,25-Aug,JENY,OK,SHIV,OK,,206535,28-Aug,MANAMAIJU INDUSTRIES PVT. LTD,2-Aug-17,3-Nov-17,13-Oct-17
SCB,21-Aug,22-Aug,24-Aug,07/4056,957117697557,HBLIFX09740228,Nepal,,31-Aug,JENY,OK,SHIV,OK,,206576,31-Aug,POLYMER INDUSTRIES PVT. LTD.,21-Aug-17,13-Nov-17,23-Oct-17
HSBC,22-Aug,23-Aug,25-Aug,11/5600,SGHSBC7H23381696,DCU1700714733,Sri Lanka,8-Sep,12-Sep,JENY,OK,NAVDEEP,OK,,207395,14-Sep,JF @ I PACKAGING (PVT) LTD.,22-Aug-17,15-Nov-17,25-Oct-17
SCB,22-Aug,24-Aug,25-Aug,07/4058,957117699644,EB0011FOU00820,Nepal,,31-Aug,JENY,OK,SHIV,OK,,206503,31-Aug,Triveni Synpacks Pvt. Ltd.,22-Aug-17,14-Nov-17,24-Oct-17
SCB,22-Aug,24-Aug,25-Aug,07/4055,957117698431,HBLIFX01740234,Nepal,31-Aug,6-Sep,JENY,OK,SHIV,OK,,206911,7-Sep,MANAMAIJU INDUSTRIES PVT. LTD,22-Aug-17,6-Nov-17,16-Oct-17
SCB,22-Aug,24-Aug,25-Aug,13/1465,957117699047,HBLIFX15740240,Nepal,29-Aug,31-Aug,JENY,OK,NAVDEEP,OK,,206772,4-Sep,HANUMANTA POLY INDUSTRIES PVT. LTD.,22-Aug-17,20-Nov-17,30-Oct-17
HSBC,18-Aug,24-Aug,25-Aug,06/300,SGHSBC7H24383494,6049FLCDA170026,India,4-Sep,7-Sep,JENY,OK,VIPIN,OK,,207163,12-Sep,VMI PLASTICS PVT LTD,18-Aug-17,21-Nov-17,31-Oct-17
HSBC,24-Aug,25-Aug,28-Aug,06/297,SGHSBC7H25387692,0174MDC170007586,India,,30-Aug,JENY,OK,VIPIN,OK,,206572,31-Aug,MG Polyplast Industries Pvt Ltd,24-Aug-17,14-Nov-17,24-Oct-17
HSBC,24-Aug,25-Aug,28-Aug,11/5642,SGHSBC7H25388480,493011713005A,Sri Lanka,29-Aug,,JENY,OK,NAVDEEP,OK,,206606,30-Aug,Piyestra Furniture ( PVT ) Ltd.,24-Aug-17,6-Nov-17,16-Oct-17
SCB,24-Aug,25-Aug,28-Aug,09/312,957117701917,001IFIN172360001,Bhutan,4-Sep,7-Sep,JENY,OK,GAURAV,OK,,206946,8-Sep,Bhutan Polymers Co. Ltd.,24-Aug-17,15-Feb-18,27-Oct-17
HSBC,25-Aug,28-Aug,29-Aug,05/2235,SGHSBC7H28390163,0406217IM0000073,India,30-Aug,12-Sep,JENY,OK,GAURAV,OK,,207453,14-Sep,Kvn Impex Pvt.Ltd.,25-Aug-17,6-Nov-17,16-Oct-17
HSBC,24-Aug,28-Aug,29-Aug,03/0942,SGHSBC7H25389098,828-01-0016467,India,31-Aug,,JENY,OK,GAURAV,OK,,207596,19-Sep,M/S. HIND POLYFABS PVT LTD,24-Aug-17,15-Nov-17,25-Oct-17
HSBC,23-Aug,28-Aug,29-Aug,05/2233,SGHSBC7H25389040,0406217IM0000071,India,31-Aug,,JENY,,GAURAV,OK,,206887,7-Sep,Kvn Impex Pvt.Ltd.,23-Aug-17,4-Nov-17,14-Oct-17
HSBC,25-Aug,28-Aug,29-Aug,06/307,SGHSBC7H28391128,003LC01172350005,India,4-Sep,7-Sep,JENY,OK,VIPIN,OK,,207132,12-Sep,DIPIKA POLYMERS PVT.LTD.,25-Aug-17,21-Nov-17,31-Oct-17
HSBC,25-Aug,28-Aug,29-Aug,03/0966,SGHSBC7H28391394,6565MDC170007636,India,31-Aug,,JENY,OK,GAURAV,OK,,207207,12-Sep,MURABLACK VY APPAR PVT LTD,25-Aug-17,18-Nov-17,28-Oct-17
HSBC,24-Aug,28-Aug,29-Aug,06/306,SGHSBC7H25389060,0013IMLU00002517,India,,4-Sep,JENY,OK,VIPIN,OK,,206767,4-Sep,PAL MOHAN ELECTRONICS PVT. LTD,24-Aug-17,4-Nov-17,14-Oct-17
HSBC,24-Aug,28-Aug,29-Aug,03/0967,SGHSNC7H25388957,469LC01172360007,India,31-Aug,4-Sep,JENY,OK,GAURAV,OK,,206909,7-Sep,INTERCHEM PVT LTD,24-Aug-17,18-Nov-17,28-Oct-17
SCB,25-Aug,28-Aug,29-Aug,11/5654,957117702578,0088020021700027,Sri Lanka,4-Sep,12-Sep,JENY,OK,NAVDEEP,OK,,207180,12-Sep,Overdime Exports (PVT) Ltd,25-Aug-17,17-Nov-17,27-Oct-17
HSBC,23-Aug,28-Aug,29-Aug,11/5630,SGHSBC7H25388815,DB4096LC1708234,Sri Lanka,4-Sep,8-Sep,JENY,OK,NAVDEEP,OK,,207160,12-Sep,Jayasinghe Industries,23-Aug-17,1-Nov-17,11-Oct-17
SCB,25-Aug,29-Aug,30-Aug,07/4059,957117702872,17DC05USD07518,Nepal,,4-Sep,JENY,OK,SHIV,OK,,206874,6-Sep,Pradeep Polythene Industries,25-Aug-17,19-Nov-17,29-Oct-17
SCB,24-Aug,29-Aug,30-Aug,07/4028,957117702952,17ILC0700,Nepal,5-Sep,8-Sep,JENY,OK,SHIV,OK,,207213,12-Sep,G.K. Shree Trading Centre,24-Aug-17,22-Nov-17,1-Nov-17
SCB,27-Aug,29-Aug,30-Aug,13/1487,957117704594,015USD74750109U,Nepal,,4-Sep,JENY,OK,NAVDEEP,OK,,206877,6-Sep,"BALAJI COIR INDUSTRIES PVT.,LTD.",27-Aug-17,12-Nov-17,22-Oct-17
HSBC,28-Aug,29-Aug,30-Aug,13/1488,SGHSBC7H29394556,1636FLC170305,India,,8-Sep,JENY,OK,NAVDEEP,OK,,207225,12-Sep,SAIDEEP FOAM PVT LTD,28-Aug-17,28-Nov-17,30-Oct-17
HSBC,25-Aug,29-Aug,30-Aug,11/5657,SGHSBC7H28391900,TF1723701008,Sri Lanka,4-Sep,14-Sep,JENY,OK,NAVDEEP,OK,,207460,14-Sep,N.M.S. TRADING,25-Aug-17,20-Nov-17,30-Oct-17
SCB,25-Aug,30-Aug,31-Aug,02/5628,957117707109,0073017IM0000487,India,7-Sep,11-Sep,JENY,OK,SANJEEV,OK,,207206,12-Sep,KANODIA TECHNOPLAST LTD.,25-Aug-17,19-Nov-17,29-Oct-17
SCB,30-Aug,31-Aug,31-Aug,07/4060,957117708073,HBLIFX09740285,Nepal,,4-Sep,JENY,,SHIV,,,206875,6-Sep,KRISHNA NEPAL TRADING PVT. LTD,30-Aug-17,19-Nov-17,29-Oct-17
SCB,30-Aug,31-Aug,31-Aug,03/0965,957117708796,038917FLCU0008,India,5-Sep,8-Sep,JENY,OK,GAURAV,OK,,207598,19-Sep,K.K.POLYCOLOR ASIA LTD,30-Aug-17,17-Nov-17,27-Oct-17
SCB,30-Aug,31-Aug,31-Aug,03/0953,957117708867,038917FLCU0007,India,5-Sep,8-Sep,JENY,OK,GAURAV,OK,,207599,19-Sep,K.K.POLYCOLOR ASIA LTD,30-Aug-17,17-Nov-17,27-Oct-17
SCB,30-Aug,31-Aug,31-Aug,13/1497,957117707617,019USD170582U,Nepal,,8-Sep,JENY,OK,NAVDEEP,OK,,207226,12-Sep,SHREE BINDWASINI PLASTIC UDYOG,30-Aug-17,20-Nov-17,30-Oct-17
SCB,30-Aug,31-Aug,31-Aug,08/11224,957117708117,0000194917020080,Bangladesh,,4-Sep,JENY,OK,ANURAG,OK,,206873,6-Sep,AKH Packaging & Accessories Ltd.,30-Aug-17,26-Nov-17,5-Nov-17
CITI,30-Aug,31-Aug,31-Aug,08/11243,5918626150,0000168917060699,Bangladesh,5-Sep,13-Sep,JENY,OK,ANURAG,OK,,207280,14-Sep,M & U PACKAGING LTD,30-Aug-17,28-Nov-17,7-Nov-17
HSBC,4-Sep,1-Sep,4-Sep,06/313,SGHSBC7I04404946,009517IML000034,India,7-Sep,,JENY,OK,VIPIN,OK,,206910,7-Sep,Power Chemplast Pvt Ltd,1-Sep-17,21-Nov-17,31-Oct-17
HSBC,4-Sep,31-Aug,4-Sep,02/5630,SGHSBC7I04404651,DPCNDH280924,India,7-Sep,12-Sep,JENY,OK,SANJEEV,OK,,207279,14-Sep,SKYPACK INDIA PVT.LTD.,31-Aug-17,28-Nov-17,7-Nov-17
SCB,4-Sep,31-Aug,4-Sep,08/11248,957117710523,0000194717020106,Bangladesh,12-Sep,19-Sep,JENY,OK,ANURAG,OK,,207779,19-Sep,FARIHA KNIT TEX LTD,31-Aug-17,26-Nov-17,5-Nov-17
HSBC,1-Sep,5-Sep,7-Sep,13/1493,SGHSBC7I04405206,2342FLC019117,India,,8-Sep,JENY,OK,NAVDEEP,OK,,207161,12-Sep,PRECISION TAPES AND SEALANTS,1-Sep-17,18-Nov-17,29-Oct-17
CITI,30-Aug,5-Sep,7-Sep,08/11261,5917626163,013217020297,Bangladesh,12-Sep,13-Sep,JENY,OK,ANURAG,OK,,207281,14-Sep,MADINA POLY FIBRE LTD,30-Aug-17,26-Nov-17,5-Nov-17
SCB,5-Sep,5-Sep,7-Sep,09/311,957117713227,CPBDLC65,Bhutan,13-Sep,19-Sep,JENY,OK,GAURAV,OK,,207780,19-Sep,DUNGSAM POLYMERS LIMITED,5-Sep-17,17-Nov-17,27-Oct-17
SCB,5-Sep,6-Sep,7-Sep,08/11240,957117713691,0000181017010357,Bangladesh,,11-Sep,JENY,OK,ANURAG,OK,,207217,12-Sep,Mahmud Enterprise,5-Sep-17,26-Nov-17,5-Nov-17
SCB,5-Sep,6-Sep,7-Sep,08/11233,957117713557,093517020020,Bangladesh,12-Sep,14-Sep,JENY,OK,ANURAG,OK,,207462,14-Sep,PACK ONE ACCESSORIES,5-Sep-17,26-Nov-17,5-Nov-17
SCB,5-Sep,6-Sep,7-Sep,08/11241,957117713708,0000181017010358,Bangladesh,,11-Sep,JENY,OK,ANURAG,OK,,207178,12-Sep,Mahmud Enterprise,5-Sep-17,26-Nov-17,5-Nov-17
SCB,5-Sep,6-Sep,7-Sep,08/11239,957117713717,0000181017010356,Bangladesh,,11-Sep,JENY,OK,ANURAG,OK,,207214,12-Sep,Mahmud Enterprise,5-Sep-17,26-Nov-17,5-Nov-17
HSBC,4-Sep,6-Sep,7-Sep,11/5653,SGHSBC7I05408409,TF1724201005,Sri Lanka,14-Sep,21-Sep,JENY,OK,NAVDEEP,OK,,207760,22-Sep,KIFFS (PVT.) LTD.,4-Sep-17,24-Nov-17,3-Nov-17
SCB,5-Sep,6-Sep,7-Sep,06/317,957117713628,TX3IMLU172480001,India,12-Sep,13-Sep,JENY,OK,VIPIN,OK,,207391,14-Sep,ENKAY POLYMERS,5-Sep-17,21-Nov-17,31-Oct-17
HSBC,5-Sep,6-Sep,7-Sep,06/321,SGHSBC7I06411030,003LM01172480016,India,,11-Sep,JENY,OK,VIPIN,OK,,207208,12-Sep,ANOOPAM INDIA PVT. LTD,5-Sep-17,21-Nov-17,31-Oct-17
HSBC,6-Sep,7-Sep,7-Sep,11/5662,SGHSBC7I07413661,052IMLCU17004053,Sri Lanka,,8-Sep,JENY,OK,ANURAG,OK,,207224,12-Sep,Gasic Polymers PVT ltd,6-Sep-17,2-Dec-17,11-Nov-17
SCB,6-Sep,7-Sep,7-Sep,07/4083,957117714547,BRT7475USD13,Nepal,,11-Sep,JENY,OK,SHIV,OK,,207212,12-Sep,PRATISH TRADE CENTRE,6-Sep-17,28-Nov-17,7-Nov-17
SCB,6-Sep,7-Sep,7-Sep,07/4084,957117714609,NBL1780024U102,Nepal,,8-Sep,JENY,OK,SHIV,OK,,207210,12-Sep,PIYA POLYBAG INDUSTRIES,6-Sep-17,5-Dec-17,14-Nov-17
SCB,6-Sep,7-Sep,7-Sep,07/4085,957117714592,NBL1780024U101,Nepal,,8-Sep,JENY,OK,SHIV,OK,,207211,12-Sep,PIYA PLASTIC INDUSTRIES,6-Sep-17,5-Dec-17,14-Nov-17
HSBC,30-Aug,7-Sep,7-Sep,03/0951,SGHSBC7I07412556,0480417IM0000363,India,11-Sep,19-Sep,JENY,OK,GAURAV,OK,,207597,19-Sep,ASTROTECH STEELS PVT LTD,30-Aug-17,28-Oct-17,10-Oct-17
HSBC,6-Sep,7-Sep,7-Sep,06/327,SGHSBC7I07412542,0013IMLU00003017,India,12-Sep,20-Sep,JENY,OK,GAURAV,OK,,207816,21-Sep,PAL MOHAN ELECTRONICS PVT. LTD,6-Sep-17,26-Nov-17,5-Nov-17
SCB,4-Sep,7-Sep,7-Sep,07/4071,957117714887,007LCIFU170128,Nepal,11-Sep,13-Sep,JENY,OK,SHIV,OK,,207392,14-Sep,Shree Polythene & Plastic Udyog,4-Sep-17,28-Nov-17,7-Nov-17
HSBC,6-Sep,7-Sep,7-Sep,05/2240,SGHSBC7I07414348,009LC01172480002,India,11-Sep,13-Sep,JENY,OK,GAURAV,OK,,207277,14-Sep,KLENE PAKS LTD,6-Sep-17,28-Nov-17,7-Nov-17
SCB,4-Sep,7-Sep,7-Sep,11/5658,957117715387,LCUFCBU1700279,Sri Lanka,14-Sep,15-Sep,JENY,OK,NAVDEEP,OK,,207769,19-Sep,KOREAN SPA PACKAGING (PVT) LTD.,4-Sep-17,27-Nov-17,6-Nov-17
SCB,5-Sep,7-Sep,7-Sep,08/11289,957117714967,0666170118529,Bangladesh,18-Sep,19-Sep,JENY,OK,ANURAG,OK,,207790,19-Sep,S. H. INTERNATIONAL,6-Sep-17,5-Dec-17,14-Nov-17
SCB,5-Sep,7-Sep,7-Sep,08/11272,957117714903,0666170118526,Bangladesh,15-Sep,19-Sep,JENY,OK,ANURAG,OK,,207788,19-Sep,S. H. INTERNATIONAL,6-Sep-17,5-Dec-17,14-Nov-17
SCB,5-Sep,7-Sep,7-Sep,08/11290,957117714878,0666170118503,Bangladesh,15-Sep,19-Sep,JENY,OK,ANURAG,OK,,207789,19-Sep,S. H. INTERNATIONAL,6-Sep-17,5-Dec-17,14-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4068,957117716527,003LCIFU170043,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207452,14-Sep,Pashupati International Trade Cente,7-Sep-17,28-Nov-17,7-Nov-17
